Eup (K)	Ln(Nu/gu)	err(Ln(Nu/gu))
15.975260208042744	20.75754071630788	0.19106096446090054
8.829496703803745	21.238672965503792	0.14700016826823303
41.825289828840326	19.255698703276085	0.22437502308745308
20.38992074265406	20.600042797433254	0.14512643129309727
13.244174275733611	20.65335033217234	0.1324882331868274
82.84229452984631	19.1029505917129	0.20841061045599635
25.687393129025956	19.651254153742855	0.1523594597154429
18.541807529167	19.51659799334562	0.15844800954708574
